message_id,user_id,conversation_type,group_id,business_id,sender_user_id,created_at,message_text,media_type,media_id,forwarded_count,normalized_text,message_opened,message_replied,reaction_time_minutes,notification_dismissed,muted_after_message,message_reported,weak_action,template,do_not_disturb_window,user_opened_30d,user_replied_30d,user_dismissed_30d,user_reported_30d,group_type,role,joined_at,messages_sent_30d_x,group_messages_read,group_replies_sent,notifications_dismissed_30d,group_muted_by_user,display_name,brand_name,business_category,business_verified,official_domain,domain_used_by_sender,business_account_age_days,messages_sent_30d_y,business_reports_30d,domain_used_by_sender_age_days,why_user_knows_account,last_activity_at,allows_promotions,promotions_opted_out_at,business_activity_count,messages_opened_30d,business_messages_dismissed,messages_replied_30d,last_reply_at,has_business_relationship,load_notifications_sent,load_notifications_dismissed,leakage_group
message_0090,u_027,group,group_005,,u_049,2026-05-24 07:03,Same message appeared in two resale threads today from new numbers with different payment links.,,,0,same message appeared in two resale threads today from new numbers with different payment links.,0,0,,1,1,1,mute,same message appeared in two resale threads today from new numbers with different payment links,22:00-07:00,29,4,71,2,marketplace,member,2026-04-15,1,1,0,9,1,,,,,,,,,,,,,,,,,,,,,8.0,3.5,leak-881e1bcad13098c4
message_0120,u_016,group,group_023,,u_054,2026-04-12 07:03,Student group note: capstone doubts can be discussed tomorrow. No urgent deadline tonight.,,,0,student group note: capstone doubts can be discussed tomorrow. no urgent deadline tonight.,1,0,120,0,0,0,digest,student group note capstone doubts can be discussed tomorrow no urgent deadline tonight,22:00-07:00,86,25,37,2,college_students,admin,2024-02-16,14,14,7,0,0,,,,,,,,,,,,,,,,,,,,,5.714285714285714,1.9285714285714286,leak-2f59e563c7733343
message_0397,u_028,group,group_004,,u_046,2026-03-23 12:46,Incident review invite attached. Please check the guest list and RSVP before standup.,image,img_004,0,incident review invite attached. please check the guest list and rsvp before standup.,1,1,2,0,0,0,notify,incident review invite attached please check the guest list and rsvp before standup,23:30-07:30,42,5,45,1,coworker,member,2025-02-08,12,12,1,0,0,,,,,,,,,,,,,,,,,,,,,9.0,2.5,leak-447a9a8560119c28
message_0272,u_012,business,,business_092,,2026-07-13 17:12,"When did a trip last change something about how you see yourself?

Ladakh is built for that. 7 nights, all in, from Rs 17,999 per person.

Tap below to view the itinerary.

Reply STOP to unsubscribe from marketing messages.",,,0,"when did a trip last change something about how you see yourself? ladakh is built for that. 7 nights, all in, from rs 17,999 per person. tap below to view the itinerary. reply stop to unsubscribe from marketing messages.",1,0,120,0,0,0,digest,when did a trip last change something about how you see yourself ladakh is built for that <num> nights all in from rs <num> per person tap below to view the itinerary reply stop to unsubscribe from marketing messages,23:00-07:00,58,13,17,4,,,,,,,,,Thrillophilia,Thrillophilia,travel,1,thrillophilia.com,link.wame.pro,4304,5156,4,3368,travel_package_interest,2026-07-17 23:55,1,,5,6,1,1,2026-07-17 23:55,1,7.5,1.2142857142857142,leak-0e5fe25827d2a7e9
message_0170,u_010,group,group_004,,u_046,2026-06-10 17:03,Prod review got pulled earlier. Please keep failed-payment screenshots and retry backlog ready.,,,0,prod review got pulled earlier. please keep failed-payment screenshots and retry backlog ready.,1,1,2,0,0,0,notify,prod review got pulled earlier please keep failed payment screenshots and retry backlog ready,22:30-07:30,44,7,59,0,coworker,member,2025-08-20,8,8,2,1,0,,,,,,,,,,,,,,,,,,,,,7.785714285714286,2.7857142857142856,leak-e0a8079a9f2cc56f
message_0395,u_025,business,,business_027,,2026-04-05 17:31,"You just dropped something...

A membership, event, or entertainment update is available for your account.

Unlock benefits, watchlist updates, or booking details from the app whenever convenient.

Reply STOP to unsubscribe",image,img_002,0,"you just dropped something... a membership, event, or entertainment update is available for your account. unlock benefits, watchlist updates, or booking details from the app whenever convenient. reply stop to unsubscribe",1,1,2,0,0,0,notify,you just dropped something a membership event or entertainment update is available for your account unlock benefits watchlist updates or booking details from the app whenever convenient reply stop to unsubscribe,22:30-07:00,85,24,30,0,,,,,,,,,BookMyShow,BookMyShow,events,1,bookmyshow.com,bookmyshow.com,1899,2361,2,1483,movie_or_event_booking,2026-05-18 12:25,0,,1,4,2,2,2026-05-18 12:25,1,5.571428571428571,2.142857142857143,leak-c1942072770cd3b3
message_0241,u_001,group,group_001,,u_051,2026-05-01 12:08,drink ajwain water every morning and send this to all family groups for good health.,,,12,drink ajwain water every morning and send this to all family groups for good health.,0,0,,1,1,0,mute,drink ajwain water every morning and send this to all family groups for good health,22:00-07:00,45,8,14,2,family,admin,2023-06-13,2,2,0,4,1,,,,,,,,,,,,,,,,,,,,,4.357142857142857,1.0,leak-ba1b05c1ce1858b5
message_0201,u_005,group,group_005,,u_050,2026-04-06 07:08,"Wallet KYC incomplete. Open link and confirm card number, PIN and OTP to continue payments.",,,0,"wallet kyc incomplete. open link and confirm card number, pin and otp to continue payments.",0,0,,1,1,1,mute,wallet kyc incomplete open link and confirm card number pin and otp to continue payments,22:30-07:00,73,20,34,0,marketplace,member,2026-01-05,11,11,3,3,0,,,,,,,,,,,,,,,,,,,,,6.428571428571429,2.4285714285714284,leak-81ca10f368c2ecc0
message_0136,u_007,group,group_001,,u_051,2026-07-15 12:39,drink warm water every hour and send this to all family groups.,,,12,drink warm water every hour and send this to all family groups.,0,0,,1,1,0,mute,drink warm water every hour and send this to all family groups,22:00-07:00,44,6,68,2,family,member,2023-03-07,1,1,0,9,1,,,,,,,,,,,,,,,,,,,,,8.0,3.642857142857143,leak-18276600924d320e
message_0404,u_016,group,group_012,,u_045,2026-06-01 17:24,Faculty deadline poster attached. The portal closes today evening.,image,img_012,0,faculty deadline poster attached. the portal closes today evening.,1,1,2,0,0,0,notify,faculty deadline poster attached the portal closes today evening,22:00-07:00,86,25,37,2,college_faculty,member,2025-04-15,12,15,7,2,0,,,,,,,,,,,,,,,,,,,,,5.714285714285714,1.9285714285714286,leak-f5d8fe08d7c03776
message_0292,u_018,group,group_018,,u_054,2026-07-09 12:12,Spain vs Argentina final watch party? I can book the table if five people confirm.,,,2,spain vs argentina final watch party? i can book the table if five people confirm.,1,0,120,0,0,0,digest,spain vs argentina final watch party i can book the table if five people confirm,22:30-07:30,100,31,47,1,sports,member,2025-01-11,14,14,4,1,0,,,,,,,,,,,,,,,,,,,,,6.714285714285714,3.0,leak-bd2d29853d9a971c
message_0144,u_004,group,group_005,,u_049,2026-04-15 07:24,Same message appeared in two resale threads today from new numbers with different payment links.,,,0,same message appeared in two resale threads today from new numbers with different payment links.,0,0,,1,1,1,mute,same message appeared in two resale threads today from new numbers with different payment links,00:00-06:30,66,17,29,3,marketplace,admin,2025-10-25,12,12,3,2,0,,,,,,,,,,,,,,,,,,,,,7.785714285714286,2.0714285714285716,leak-19cc34f9cbb46af3
message_0341,u_035,business,,business_030,,2026-04-11 17:08,"You just dropped something...

A membership, event, or entertainment update is available for your account.

Unlock benefits, watchlist updates, or booking details from the app whenever convenient.

Reply STOP to unsubscribe",,,0,"you just dropped something... a membership, event, or entertainment update is available for your account. unlock benefits, watchlist updates, or booking details from the app whenever convenient. reply stop to unsubscribe",1,0,120,0,0,0,digest,you just dropped something a membership event or entertainment update is available for your account unlock benefits watchlist updates or booking details from the app whenever convenient reply stop to unsubscribe,23:30-07:30,91,26,28,0,,,,,,,,,Netflix,Netflix,streaming,1,netflix.com,netflix.com,2010,2490,5,1570,streaming_subscription,2026-04-11 19:55,0,,9,8,3,0,,1,9.714285714285714,2.0,leak-60f16f2a47827b9b
message_0238,u_028,personal,,,u_049,2026-04-01 12:52,Your workspace access will expire today. Reply with the 6 digit login code you just received so we can keep your account active.,,,0,your workspace access will expire today. reply with the 6 digit login code you just received so we can keep your account active.,0,0,,1,1,1,mute,your workspace access will expire today reply with the <num> digit login code you just received so we can keep your account active,23:30-07:30,42,5,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.5,leak-bdc611325f28acf6
message_0196,u_009,group,group_005,,u_050,2026-03-20 12:39,Same message appeared in two resale threads today from new numbers with different payment links.,,,0,same message appeared in two resale threads today from new numbers with different payment links.,1,0,9,0,0,0,digest,same message appeared in two resale threads today from new numbers with different payment links,22:00-08:30,118,41,12,0,marketplace,member,2026-03-26,8,8,1,2,0,,,,,,,,,,,,,,,,,,,,,9.357142857142858,0.8571428571428571,leak-8aa7204c4cdcded9
message_0297,u_020,business,,business_001,,2026-03-10 07:46,"Hi Customer,

Your order ending 4821 has been packed and is expected to reach the local hub today.

You can check delivery details and delivery-code instructions in your Amazon app.

Team Amazon",,,0,"hi customer, your order ending 4821 has been packed and is expected to reach the local hub today. you can check delivery details and delivery-code instructions in your amazon app. team amazon",1,1,2,0,0,0,notify,hi customer your order ending <num> has been packed and is expected to reach the local hub today you can check delivery details and delivery code instructions in your amazon app team amazon,00:00-07:00,50,9,57,0,,,,,,,,,Amazon India,Amazon India,ecommerce_delivery,1,amazon.in,amazon.in,937,1243,3,729,recent_delivery_order,2026-03-14 19:35,0,,5,2,1,1,2026-03-14 19:35,1,7.357142857142857,2.642857142857143,leak-6bee3316263112e4
message_0073,u_008,group,group_018,,u_054,2026-06-27 12:17,"Match plan is not fixed yet. I will put a poll at night, check whenever free.",,,0,"match plan is not fixed yet. i will put a poll at night, check whenever free.",1,0,120,0,0,0,digest,match plan is not fixed yet i will put a poll at night check whenever free,23:30-07:30,94,29,49,1,sports,member,2025-07-24,2,4,1,9,1,,,,,,,,,,,,,,,,,,,,,6.571428571428571,2.857142857142857,leak-36636a51e44eca9d
message_0246,u_003,business,,business_032,,2026-05-18 07:39,"Dear Customer,

Your health-related update is ready for review.

Please check appointment, prescription, claim, or pickup details in the registered app before the scheduled time.

Team Care Services",,,0,"dear customer, your health-related update is ready for review. please check appointment, prescription, claim, or pickup details in the registered app before the scheduled time. team care services",1,1,2,0,0,0,notify,dear customer your health related update is ready for review please check appointment prescription claim or pickup details in the registered app before the scheduled time team care services,21:30-07:30,59,14,24,1,,,,,,,,,Green Cross Pharmacy,Green Cross Pharmacy,healthcare,0,,greencrosspharmacy.in,420,74,0,390,,,,,,,,,,,5.642857142857143,1.7142857142857142,leak-c9bc06dbb81ec861
message_0159,u_016,business,,business_064,,2026-03-25 07:57,Talabat Refund Desk: refund could not be processed. Enter wallet and card details at talabat-refund.com.,,,0,talabat refund desk: refund could not be processed. enter wallet and card details at talabat-refund.com.,0,0,,1,1,1,mute,talabat refund desk refund could not be processed enter wallet and card details at talabat refund com,22:00-07:00,86,25,37,2,,,,,,,,,Talabat Refund Desk,Talabat,food_delivery,0,talabat.com,talabat-refund.com,26,1178,61,12,,,,,,,,,,,5.714285714285714,1.9285714285714286,leak-23625f756437b07c
message_0197,u_012,group,group_008,,u_041,2026-03-30 17:46,"Did you have dinner? Call tomorrow when you are free, no hurry.",,,0,"did you have dinner? call tomorrow when you are free, no hurry.",1,0,120,0,0,0,digest,did you have dinner call tomorrow when you are free no hurry,23:00-07:00,58,13,17,4,extended_family,member,2023-08-19,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,7.5,1.2142857142857142,leak-355bd8db927d2458
message_0130,u_011,group,group_002,,u_043,2026-06-18 12:03,Security notice: main gate will be blocked for repair work. Cars near the ramp need to move before 6:30.,,,0,security notice: main gate will be blocked for repair work. cars near the ramp need to move before 6:30.,1,1,2,0,0,0,notify,security notice main gate will be blocked for repair work cars near the ramp need to move before <num>,21:30-06:30,92,28,18,1,society,admin,2023-01-05,15,15,7,2,0,,,,,,,,,,,,,,,,,,,,,8.5,1.2857142857142858,leak-c824abfd06350b30
message_0329,u_031,business,,business_095,,2026-07-04 17:57,"Hi,

You may have interacted with this program through one of our events, hiring conversations, partnerships, or other initiatives.

We're conducting a short 3-minute survey or session update to better understand what today's tech industry expects.

Here's the link shared in this chat. We'd really appreciate it if you could take a few minutes.",,,0,"hi, you may have interacted with this program through one of our events, hiring conversations, partnerships, or other initiatives. we're conducting a short 3-minute survey or session update to better understand what today's tech industry expects. here's the link shared in this chat. we'd really appreciate it if you could take a few minutes.",1,1,2,0,0,0,notify,hi you may have interacted with this program through one of our events hiring conversations partnerships or other initiatives we re conducting a short <num> minute survey or session update to better understand what today s tech industry expects here s the link shared in this chat we d really appreciate it if you could take a few minutes,21:30-06:30,63,14,60,2,,,,,,,,,Polaris School of Technology,Polaris School of Technology,education,1,polaris.school,weurl.co,4415,5285,7,3455,school_event_registration,2026-07-06 15:15,0,,5,8,3,3,2026-07-06 15:15,1,6.785714285714286,3.0714285714285716,leak-02f886733e2f05a6
message_0078,u_001,group,group_001,,u_051,2026-07-14 07:52,drink warm water every hour and send this to all family groups.,,,12,drink warm water every hour and send this to all family groups.,0,0,,1,1,0,mute,drink warm water every hour and send this to all family groups,22:00-07:00,45,8,14,2,family,admin,2023-06-13,2,2,0,4,1,,,,,,,,,,,,,,,,,,,,,4.357142857142857,1.0,leak-95cf45a2cc8e3c87
message_0039,u_001,group,group_001,,u_051,2026-03-16 07:57,"Sharing this here: ancient remedy for health, everyone should follow. Share with family.",,,12,"sharing this here: ancient remedy for health, everyone should follow. share with family.",0,0,,1,1,0,mute,sharing this here ancient remedy for health everyone should follow share with family,22:00-07:00,45,8,14,2,family,admin,2023-06-13,2,2,0,4,1,,,,,,,,,,,,,,,,,,,,,4.357142857142857,1.0,leak-5948ff622a7e2663
message_0311,u_025,business,,business_096,,2026-06-25 17:08,"Thank you for choosing PVR Cinemas,

We would love to hear about your experience with us.

Please click the link to give your valuable feedback.",,,0,"thank you for choosing pvr cinemas, we would love to hear about your experience with us. please click the link to give your valuable feedback.",1,0,120,0,0,0,digest,thank you for choosing pvr cinemas we would love to hear about your experience with us please click the link to give your valuable feedback,22:30-07:00,85,24,30,0,,,,,,,,,PVRINOX Cinemas,PVRINOX Cinemas,cinema,1,pvrinox.com,pvrinox.com,4452,5328,8,3484,recent_movie_booking,2026-03-21 05:30,0,,6,7,0,0,,1,5.571428571428571,2.142857142857143,leak-c13984f571d87785
message_0081,u_035,group,group_012,,u_048,2026-03-28 07:08,Route B bus is leaving 15 minutes early today because the main signal road is blocked.,,,0,route b bus is leaving 15 minutes early today because the main signal road is blocked.,0,0,,1,1,0,mute,route b bus is leaving <num> minutes early today because the main signal road is blocked,23:30-07:30,91,26,28,0,college_faculty,member,2025-04-17,11,11,2,3,0,,,,,,,,,,,,,,,,,,,,,9.714285714285714,2.0,leak-ca46b93171f70c27
message_0178,u_003,group,group_001,,u_051,2026-03-11 12:52,drink warm water every hour and send this to all family groups.,,,12,drink warm water every hour and send this to all family groups.,0,0,,1,1,0,mute,drink warm water every hour and send this to all family groups,21:30-07:30,59,14,24,1,family,member,2023-12-27,2,3,1,6,1,,,,,,,,,,,,,,,,,,,,,5.642857142857143,1.7142857142857142,leak-cf1b860b6ac36944
message_0050,u_033,group,group_005,,u_048,2026-06-01 17:03,"Selling a denim jacket, size M. Pickup near Gate 2 today only. Message fast, two people already asked.",,,0,"selling a denim jacket, size m. pickup near gate 2 today only. message fast, two people already asked.",0,0,,1,1,0,mute,selling a denim jacket size m pickup near gate <num> today only message fast two people already asked,22:00-08:00,21,3,77,3,marketplace,member,2026-04-16,2,4,0,9,1,,,,,,,,,,,,,,,,,,,,,11.071428571428571,5.5,leak-c8a640358936fc57
message_0118,u_004,group,group_004,,u_046,2026-03-23 12:52,Prod review got pulled earlier. Please keep failed-payment screenshots and retry backlog ready.,,,0,prod review got pulled earlier. please keep failed-payment screenshots and retry backlog ready.,1,1,2,0,0,0,notify,prod review got pulled earlier please keep failed payment screenshots and retry backlog ready,00:00-06:30,66,17,29,3,coworker,admin,2024-05-13,13,13,4,0,0,,,,,,,,,,,,,,,,,,,,,7.785714285714286,2.0714285714285716,leak-c735419186d3edaa
message_0296,u_020,business,,business_091,,2026-04-02 17:39,"Dear Customer,

Now that you finally have Hoop products in your hands, we'd love quick feedback: how has your experience been using the Pain Relief Roll On?

Tap below to view details.",,,0,"dear customer, now that you finally have hoop products in your hands, we'd love quick feedback: how has your experience been using the pain relief roll on? tap below to view details.",1,0,120,0,0,0,digest,dear customer now that you finally have hoop products in your hands we d love quick feedback how has your experience been using the pain relief roll on tap below to view details,00:00-07:00,50,9,57,0,,,,,,,,,Hoop,Hoop,healthcare_product,1,hoophello.com,hoophello.com,4267,5113,3,3339,recent_product_purchase,2026-07-17 23:55,1,,3,4,0,1,2026-07-17 23:55,1,7.357142857142857,2.642857142857143,leak-038e46bcb257b84a
message_0331,u_031,group,group_003,,u_045,2026-06-21 12:08,"Reminder: science project models should be sent tomorrow morning, not today.",,,0,"reminder: science project models should be sent tomorrow morning, not today.",1,1,2,0,0,0,notify,reminder science project models should be sent tomorrow morning not today,21:30-06:30,63,14,60,2,school_group,member,2025-06-17,13,13,2,1,0,,,,,,,,,,,,,,,,,,,,,6.785714285714286,3.0714285714285716,leak-7bec1e576e997e17
message_0031,u_010,business,,business_001,,2026-06-15 12:08,"Hi Customer,

Your order ending 4821 has been packed and is expected to reach the local hub today.

You can check delivery details and delivery-code instructions in your Amazon app.

Team Amazon",,,0,"hi customer, your order ending 4821 has been packed and is expected to reach the local hub today. you can check delivery details and delivery-code instructions in your amazon app. team amazon",1,1,2,0,0,0,notify,hi customer your order ending <num> has been packed and is expected to reach the local hub today you can check delivery details and delivery code instructions in your amazon app team amazon,22:30-07:30,44,7,59,0,,,,,,,,,Amazon India,Amazon India,ecommerce_delivery,1,amazon.in,amazon.in,937,1243,3,729,delivery_expected_today,2026-07-17 23:55,0,,4,5,0,0,,1,7.785714285714286,2.7857142857142856,leak-779a066bd0ad992b
message_0087,u_005,group,group_005,,u_050,2026-05-27 07:46,"Wallet KYC incomplete. Open link and confirm card number, PIN and OTP to continue payments.",,,0,"wallet kyc incomplete. open link and confirm card number, pin and otp to continue payments.",0,0,,1,1,1,mute,wallet kyc incomplete open link and confirm card number pin and otp to continue payments,22:30-07:00,73,20,34,0,marketplace,member,2026-01-05,11,11,3,3,0,,,,,,,,,,,,,,,,,,,,,6.428571428571429,2.4285714285714284,leak-81ca10f368c2ecc0
message_0405,u_039,group,group_007,,u_054,2026-06-11 07:31,Alumni meetup poster attached. Register if you are in town this weekend.,image,img_013,1,alumni meetup poster attached. register if you are in town this weekend.,1,0,120,0,0,0,digest,alumni meetup poster attached register if you are in town this weekend,22:00-08:00,55,10,48,3,alumni,member,2025-11-04,16,16,3,1,0,,,,,,,,,,,,,,,,,,,,,6.785714285714286,2.857142857142857,leak-91fe41c201ed347e
message_0013,u_001,group,group_001,,u_051,2026-06-06 12:17,Good morning. Have a blessed day.,,,0,good morning. have a blessed day.,0,0,,1,1,0,mute,good morning have a blessed day,22:00-07:00,45,8,14,2,family,admin,2023-06-13,2,2,0,4,1,,,,,,,,,,,,,,,,,,,,,4.357142857142857,1.0,leak-b07f34f59705a534
message_0151,u_011,group,group_011,,u_053,2026-06-24 12:08,Admin notice: access card penalty has to be cleared today. Scan this QR and send screenshot after payment.,,,0,admin notice: access card penalty has to be cleared today. scan this qr and send screenshot after payment.,0,0,,1,1,1,mute,admin notice access card penalty has to be cleared today scan this qr and send screenshot after payment,21:30-06:30,92,28,18,1,society,member,2024-08-23,12,15,7,0,0,,,,,,,,,,,,,,,,,,,,,8.5,1.2857142857142858,leak-bee00bf54acbfe78
message_0011,u_002,business,,business_096,,2026-05-17 17:08,"Thank you for choosing PVR Cinemas,

We would love to hear about your experience with us.

Please click the link to give your valuable feedback.",,,0,"thank you for choosing pvr cinemas, we would love to hear about your experience with us. please click the link to give your valuable feedback.",1,0,120,0,0,0,digest,thank you for choosing pvr cinemas we would love to hear about your experience with us please click the link to give your valuable feedback,23:00-08:00,52,11,19,4,,,,,,,,,PVRINOX Cinemas,PVRINOX Cinemas,cinema,1,pvrinox.com,pvrinox.com,4452,5328,8,3484,recent_movie_feedback,2026-03-21 05:30,0,,5,6,0,0,,1,7.357142857142857,1.3571428571428572,leak-b3d0a3f3afba23b1
message_0263,u_009,business,,business_002,,2026-05-17 17:17,"Important Information

Dear Customer,

Your latest account or card payment update is now available.

Please review the details and next steps in your banking app.

Team Banking Services",,,0,"important information dear customer, your latest account or card payment update is now available. please review the details and next steps in your banking app. team banking services",1,1,2,0,0,0,notify,important information dear customer your latest account or card payment update is now available please review the details and next steps in your banking app team banking services,22:00-08:30,118,41,12,0,,,,,,,,,HDFC Bank,HDFC Bank,bank,1,hdfc.bank.in,hdfc.bank.in,974,1286,4,758,active_bank_account,2026-07-17 23:55,0,,5,8,0,2,2026-07-17 23:55,1,9.357142857142858,0.8571428571428571,leak-ee105f65a14cac2a
message_0361,u_001,personal,,,u_049,2026-05-10 12:08,"Hi dear, your courier could not be delivered. Pay Rs 28 reattempt fee now or parcel returns tonight.",,,0,"hi dear, your courier could not be delivered. pay rs 28 reattempt fee now or parcel returns tonight.",0,0,,1,1,1,mute,hi dear your courier could not be delivered pay rs <num> reattempt fee now or parcel returns tonight,22:00-07:00,45,8,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.357142857142857,1.0,leak-110119847f88c4f4
message_0389,u_040,personal,,,u_052,2026-06-22 17:57,Land token link closes tonight. Pay now and registry papers will be shared later.,,,1,land token link closes tonight. pay now and registry papers will be shared later.,0,0,,1,1,1,mute,land token link closes tonight pay now and registry papers will be shared later,00:00-07:00,17,2,81,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.928571428571429,5.357142857142857,leak-177ccc55aa6b2781
message_0324,u_029,business,,business_001,,2026-05-15 07:24,"Hello,

Your office pantry supplies are out for delivery between 3 PM and 5 PM.

The delivery partner may call from a masked number once they reach reception.

Team Amazon Business",,,0,"hello, your office pantry supplies are out for delivery between 3 pm and 5 pm. the delivery partner may call from a masked number once they reach reception. team amazon business",1,1,2,0,0,0,notify,hello your office pantry supplies are out for delivery between <num> pm and <num> pm the delivery partner may call from a masked number once they reach reception team amazon business,22:00-08:30,83,22,59,1,,,,,,,,,Amazon India,Amazon India,ecommerce_delivery,1,amazon.in,amazon.in,937,1243,3,729,office_delivery_order,2026-07-09 16:05,0,,5,4,2,2,2026-07-09 16:05,1,11.0,4.214285714285714,leak-eb3dba925dee4c55
message_0284,u_016,group,group_012,,u_045,2026-05-23 17:24,Faculty Advising: internship approval form closes at 5 PM today. Upload offer letter and supervisor email before the portal locks.,,,0,faculty advising: internship approval form closes at 5 pm today. upload offer letter and supervisor email before the portal locks.,1,1,2,0,0,0,notify,faculty advising internship approval form closes at <num> pm today upload offer letter and supervisor email before the portal locks,22:00-07:00,86,25,37,2,college_faculty,member,2025-04-15,12,15,7,2,0,,,,,,,,,,,,,,,,,,,,,5.714285714285714,1.9285714285714286,leak-aaabf6b4c60eeb0a
message_0157,u_007,business,,business_003,,2026-03-05 12:46,sale reminder: weekend coupon expires tonight. Extra savings may apply on selected categories. This update is from Flipkart.,,,0,sale reminder: weekend coupon expires tonight. extra savings may apply on selected categories. this update is from flipkart.,0,0,,1,1,0,mute,sale reminder weekend coupon expires tonight extra savings may apply on selected categories this update is from flipkart,22:00-07:00,44,6,68,2,,,,,,,,,Flipkart,Flipkart,ecommerce,1,flipkart.com,flipkart.com,1011,1329,5,787,old_sale_subscription,2026-04-14 12:10,0,2026-07-17 23:55,6,1,9,0,,1,8.0,3.642857142857143,leak-9c9c45ba7f69534d
message_0076,u_002,business,,business_096,,2026-03-11 12:39,PVRINOX feedback reminder: share your movie experience whenever convenient through the app link.,,,0,pvrinox feedback reminder: share your movie experience whenever convenient through the app link.,1,0,120,0,0,0,digest,pvrinox feedback reminder share your movie experience whenever convenient through the app link,23:00-08:00,52,11,19,4,,,,,,,,,PVRINOX Cinemas,PVRINOX Cinemas,cinema,1,pvrinox.com,pvrinox.com,4452,5328,8,3484,recent_movie_feedback,2026-03-21 05:30,0,,5,6,0,0,,1,7.357142857142857,1.3571428571428572,leak-0d7e05572dcd48e6
message_0153,u_018,business,,business_060,,2026-07-14 07:17,Return pickup for order SG-419 has been assigned for Friday afternoon. This update is from Shopee.,,,0,return pickup for order sg-419 has been assigned for friday afternoon. this update is from shopee.,1,1,2,0,0,0,notify,return pickup for order sg <num> has been assigned for friday afternoon this update is from shopee,22:30-07:30,100,31,47,1,,,,,,,,,Shopee,Shopee,ecommerce,1,shopee.sg,shopee.sg,3120,3780,8,2440,recent_return_pickup,2026-07-17 23:55,1,,8,7,0,1,2026-07-17 23:55,1,6.714285714285714,3.0,leak-8db912bf069f8a49
message_0098,u_011,group,group_002,,u_043,2026-03-27 17:52,"Accounts update: late fee starts after Friday 5 PM. If you paid by transfer, show the receipt at the office.",,,0,"accounts update: late fee starts after friday 5 pm. if you paid by transfer, show the receipt at the office.",1,1,2,0,0,0,notify,accounts update late fee starts after friday <num> pm if you paid by transfer show the receipt at the office,21:30-06:30,92,28,18,1,society,admin,2023-01-05,15,15,7,2,0,,,,,,,,,,,,,,,,,,,,,8.5,1.2857142857142858,leak-6fa43131bf21056e
message_0291,u_018,business,,business_060,,2026-06-29 07:08,"Dear Customer,

Return pickup for order SG-419 has been assigned for Friday afternoon. This update is from Shopee.

Tap below to view details.",,,0,"dear customer, return pickup for order sg-419 has been assigned for friday afternoon. this update is from shopee. tap below to view details.",1,1,2,0,0,0,notify,dear customer return pickup for order sg <num> has been assigned for friday afternoon this update is from shopee tap below to view details,22:30-07:30,100,31,47,1,,,,,,,,,Shopee,Shopee,ecommerce,1,shopee.sg,shopee.sg,3120,3780,8,2440,recent_return_pickup,2026-07-17 23:55,1,,8,7,0,1,2026-07-17 23:55,1,6.714285714285714,3.0,leak-e6def3db67bc58d3
message_0150,u_011,group,group_011,,u_043,2026-06-14 07:03,Security notice: main gate will be blocked for repair work. Cars near the ramp need to move before 6:30.,,,0,security notice: main gate will be blocked for repair work. cars near the ramp need to move before 6:30.,1,1,2,0,0,0,notify,security notice main gate will be blocked for repair work cars near the ramp need to move before <num>,21:30-06:30,92,28,18,1,society,member,2024-08-23,12,15,7,0,0,,,,,,,,,,,,,,,,,,,,,8.5,1.2857142857142858,leak-c824abfd06350b30
message_0041,u_010,group,group_004,,u_046,2026-04-05 17:08,@u_010 file upload done? Waiting before I send final status to client.,,,0,@u_010 file upload done? waiting before i send final status to client.,1,1,2,0,0,0,notify,u_010 file upload done waiting before i send final status to client,22:30-07:30,44,7,59,0,coworker,member,2025-08-20,8,8,2,1,0,,,,,,,,,,,,,,,,,,,,,7.785714285714286,2.7857142857142856,leak-eecc34c981de48ed
message_0398,u_037,business,,business_108,,2026-04-02 17:52,"Dear Customer,

Your booking or reservation update is now available.

Please review timings, guest details, and any change options in the app.

Tap below to view details.",image,img_005,0,"dear customer, your booking or reservation update is now available. please review timings, guest details, and any change options in the app. tap below to view details.",1,0,120,0,0,0,digest,dear customer your booking or reservation update is now available please review timings guest details and any change options in the app tap below to view details,21:00-06:30,41,32,38,4,,,,,,,,,OpenTable,OpenTable,restaurant_dining,1,opentable.com,opentable.com,4896,5844,2,3832,restaurant_reservation,2026-06-05 12:25,0,,4,4,2,2,2026-06-05 12:25,1,3.642857142857143,2.642857142857143,leak-5718d9da1ed7b0e0
message_0304,u_022,group,group_019,,u_046,2026-05-19 12:24,Need approval on vendor payout sheet before 3 PM or the Friday batch will slip.,,,0,need approval on vendor payout sheet before 3 pm or the friday batch will slip.,1,1,2,0,0,0,notify,need approval on vendor payout sheet before <num> pm or the friday batch will slip,23:00-08:00,64,15,15,4,finance_help,admin,2024-12-10,11,11,3,2,0,,,,,,,,,,,,,,,,,,,,,7.785714285714286,1.0714285714285714,leak-981c93b9caa6832e
